1.934416962e+02	1.132786623e-03
1.936471863e+02	6.315101637e-04
1.938526917e+02	6.609970005e-04
1.940581970e+02	-4.300166329e-04
1.942637329e+02	3.956152941e-04
1.944692688e+02	2.776678884e-04
1.946748199e+02	-2.051793737e-03
1.948803864e+02	-1.019753749e-03
1.950859833e+02	-1.403082861e-03
1.952915802e+02	-3.120692272e-04
1.954971771e+02	9.853524389e-04
1.957027893e+02	-1.019753749e-03
1.959084320e+02	-1.646349410e-04
1.961140747e+02	1.302336168e-04
1.963197479e+02	-4.668752081e-05
1.965254059e+02	-4.005297669e-04
1.967310944e+02	9.853524389e-04
1.969367828e+02	-1.963332994e-03
1.971425018e+02	4.545890260e-04
1.973482361e+02	1.892073196e-04
1.975539703e+02	1.103299786e-03
1.977597198e+02	-2.530954953e-04
1.979654694e+02	1.228618930e-05
1.981712646e+02	-1.521030325e-03
1.983770447e+02	1.191760413e-03
1.985828400e+02	-1.646349410e-04
1.987886810e+02	4.545890260e-04
1.989944916e+02	-7.543720421e-04
1.992003326e+02	1.928931801e-03
1.994061890e+02	-3.415560641e-04
1.996120605e+02	1.892073196e-04
1.998179474e+02	7.494575693e-04
2.000238342e+02	1.597204682e-04
2.002297516e+02	-1.845385646e-03
2.004356689e+02	1.302336168e-04
2.006416016e+02	-1.963332994e-03
2.008475494e+02	-8.723194478e-04
2.010534973e+02	-1.462056534e-03
2.012594910e+02	1.073812949e-03
2.014654694e+02	-1.815898810e-03
2.016714630e+02	1.427655225e-03
2.018774872e+02	-9.607800166e-04
2.020834961e+02	-4.889903357e-04
2.022895508e+02	-9.607800166e-04
2.024955902e+02	1.228618930e-05
2.027016602e+02	-1.941217924e-04
2.029077301e+02	9.853524389e-04
2.031138153e+02	-1.403082861e-03
2.033199310e+02	1.892073196e-04
2.035260315e+02	7.494575693e-04
2.037321777e+02	-8.723194478e-04
2.039383087e+02	-7.617437223e-05
2.041444702e+02	9.558655438e-04
2.043506317e+02	-1.351480896e-04
2.045568237e+02	6.609970005e-04
2.047630157e+02	1.516115852e-03
2.049692230e+02	4.177304436e-05
2.051754303e+02	-1.521030325e-03
2.053816833e+02	-1.167188049e-03
2.055879211e+02	-5.479640677e-04
2.057941895e+02	-4.595034989e-04
2.060004425e+02	-1.056612309e-04
2.062067413e+02	-7.543720421e-04
2.064130402e+02	-8.723194478e-04
2.066193542e+02	1.191760413e-03
2.068256836e+02	1.044326113e-03
2.070320129e+02	1.575089525e-03
2.072383575e+02	6.315101637e-04
2.074447174e+02	4.840758629e-04
2.076510925e+02	4.840758629e-04
2.078574829e+02	1.722523826e-03
2.080638885e+02	1.162273576e-03
2.082703094e+02	1.604576362e-03
2.084767303e+02	-9.018063429e-04
2.086831818e+02	4.251021601e-04
2.088896332e+02	4.545890260e-04
2.090960846e+02	8.674049750e-04
2.093025818e+02	3.366415913e-04
2.095090637e+02	1.073812949e-03
2.097155762e+02	-3.415560641e-04
2.099220886e+02	3.661284572e-04
2.101286163e+02	3.366415913e-04
2.103351593e+02	8.379181381e-04
2.105417328e+02	-2.228714759e-03
2.107482910e+02	-1.167188049e-03
2.109548798e+02	-3.710429301e-04
