0	0
0	0.00E+00
1	-3.38E-04
2	-3.37E-04
3	-3.49E-04
4	-3.49E-04
5	-3.51E-04
6	-2.90E-04
7	-2.99E-04
8	-3.38E-04
9	-3.45E-04
10	-3.53E-04
11	-3.58E-04
12	-3.49E-04
13	-3.51E-04
14	-3.57E-04
15	-3.58E-04
16	-3.68E-04
17	-3.67E-04
18	-3.77E-04
19	-3.71E-04
20	-3.78E-04
21	-3.95E-04
22	-3.92E-04
23	-4.01E-04
24	-4.05E-04
25	-4.19E-04
26	-4.19E-04
27	-4.29E-04
28	-4.45E-04
29	-4.53E-04
30	-4.53E-04
31	-4.63E-04
32	-4.75E-04
33	-4.75E-04
34	-4.86E-04
35	-4.86E-04
36	-4.94E-04
37	-5.13E-04
38	-5.34E-04
39	-5.53E-04
40	-5.53E-04
41	-5.80E-04
42	-6.01E-04
43	-6.11E-04
44	-6.20E-04
45	-6.32E-04
46	-6.34E-04
47	-6.51E-04
48	-6.66E-04
49	-6.86E-04
50	-6.92E-04
51	-7.06E-04
52	-7.23E-04
53	-7.50E-04
54	-7.77E-04
55	-8.19E-04
56	-8.45E-04
57	-8.77E-04
58	-9.41E-04
59	-9.68E-04
60	-1.05E-03
61	-1.12E-03
62	-1.19E-03
63	-1.27E-03
64	-1.34E-03
65	-1.46E-03
66	-1.54E-03
67	-1.70E-03
68	-1.87E-03
69	-2.20E-03
70	-2.69E-03
71	-3.53E-03
72	-5.24E-03
73	-7.69E-03
74	-1.13E-02
75	-1.65E-02
76	-2.36E-02
77	-3.26E-02
78	-4.35E-02
79	-5.95E-02
80	-8.11E-02
81	-1.04E-01
82	-1.31E-01
83	-1.63E-01
84	-2.06E-01
85	-2.49E-01
86	-3.03E-01
87	-3.66E-01
88	-4.28E-01
89	-5.00E-01
90	-5.42E-01
91	-6.08E-01
92	-6.83E-01
93	-7.33E-01
94	-7.90E-01
95	-8.12E-01
96	-8.37E-01
97	-8.38E-01
98	-8.44E-01
99	-8.32E-01
100	-7.84E-01
101	-7.59E-01
102	-7.04E-01
103	-6.66E-01
104	-5.85E-01
105	-5.31E-01
106	-4.89E-01
107	-4.21E-01
108	-3.75E-01
109	-3.26E-01
110	-2.86E-01
111	-2.57E-01
112	-2.48E-01
113	-2.42E-01
114	-2.43E-01
115	-2.58E-01
116	-2.78E-01
117	-2.95E-01
118	-3.07E-01
119	-3.28E-01
120	-3.46E-01
121	-3.63E-01
122	-3.68E-01
123	-3.62E-01
124	-3.65E-01
125	-3.60E-01
126	-3.49E-01
127	-3.32E-01
128	-3.08E-01
129	-2.86E-01
130	-2.61E-01
131	-2.23E-01
132	-1.97E-01
133	-1.70E-01
134	-1.21E-01
135	-1.05E-01
136	-9.03E-02
137	-7.49E-02
138	-5.98E-02
139	-4.80E-02
140	-3.63E-02
141	-2.85E-02
142	-2.24E-02
143	-1.81E-02
144	-1.45E-02
145	-1.18E-02
146	-9.88E-03
147	-8.24E-03
148	-7.19E-03
149	-6.21E-03
150	-5.39E-03
151	-4.64E-03
152	-3.94E-03
153	-3.50E-03
154	-3.01E-03
155	-2.75E-03
156	-2.35E-03
157	-2.08E-03
158	-1.85E-03
159	-1.63E-03
160	-1.46E-03
161	-1.28E-03
162	-1.16E-03
163	-1.05E-03
164	-9.63E-04
165	-9.10E-04
166	-8.61E-04
167	-8.26E-04
168	-7.55E-04
169	-7.30E-04
170	-6.74E-04
171	-6.54E-04
172	-6.26E-04
173	-6.02E-04
174	-5.97E-04
175	-5.91E-04
176	-5.73E-04
177	-5.61E-04
178	-5.37E-04
179	-5.35E-04
180	-5.18E-04
181	-5.10E-04
182	-5.04E-04
183	-4.91E-04
184	-5.04E-04
185	-4.89E-04
186	-4.99E-04
187	-4.96E-04
188	-4.78E-04
189	-4.75E-04
190	-4.61E-04
191	-4.68E-04
192	-4.69E-04
193	-4.69E-04
194	-4.73E-04
195	-4.67E-04
196	-4.61E-04
197	-4.50E-04
198	-4.49E-04
199	-4.47E-04
200	-4.50E-04
201	-4.35E-04
202	-4.30E-04
